mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
15,8,318,150,3399,11,73,1,"""dodge dart custom"""
14,8,400,175,4464,11.5,71,1,"""pontiac catalina brougham"""
25.1,4,140,88,2720,15.4,78,1,"""ford fairmont (man)"""
14,8,304,150,3672,11.5,73,1,"""amc matador"""
22,4,140,72,2408,19,71,1,"""chevrolet vega (sw)"""
28,4,90,75,2125,14.5,74,1,"""dodge colt"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
21.5,3,80,110,2720,13.5,77,3,"""mazda rx-4"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
24,4,120,97,2489,15,74,3,"""honda civic"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
15,6,258,110,3730,19,75,1,"""amc matador"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
27,4,151,90,2735,18,82,1,"""pontiac phoenix"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
22.4,6,231,110,3415,15.8,81,1,"""buick century"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
25.5,4,140,89,2755,15.8,77,1,"""ford mustang ii 2+2"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
23,4,122,86,2220,14,71,1,"""mercury capri 2000"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
32.9,4,119,100,2615,14.8,81,3,"""datsun 200sx"""
19.8,6,200,85,2990,18.2,79,1,"""mercury zephyr 6"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
31,4,79,67,2000,16,74,2,"""fiat x1.9"""
18,6,250,78,3574,21,76,1,"""ford granada ghia"""
26,4,97,46,1950,21,73,2,"""volkswagen super beetle"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
20,8,262,110,3221,13.5,75,1,"""chevrolet monza 2+2"""
13,8,302,140,4294,16,72,1,"""ford gran torino (sw)"""
16,8,318,150,4190,13,76,1,"""dodge coronet brougham"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
18.1,8,302,139,3205,11.2,78,1,"""ford futura"""
15,8,350,145,4440,14,75,1,"""chevrolet bel air"""
18.1,6,258,120,3410,15.1,78,1,"""amc concord d/l"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
28,4,120,79,2625,18.6,82,1,"""ford ranger"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
28,4,90,75,2125,14.5,74,1,"""dodge colt"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
38,4,105,63,2125,14.7,82,1,"""plymouth horizon miser"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
31,4,79,67,2000,16,74,2,"""fiat x1.9"""
21.5,3,80,110,2720,13.5,77,3,"""mazda rx-4"""
13,8,400,175,5140,12,71,1,"""pontiac safari (sw)"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
23,4,122,86,2220,14,71,1,"""mercury capri 2000"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
31.9,4,89,71,1925,14,79,2,"""vw rabbit custom"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
14,8,318,150,4077,14,72,1,"""plymouth satellite custom (sw)"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
15,8,350,145,4082,13,73,1,"""chevrolet monte carlo s"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
22.5,6,232,90,3085,17.6,76,1,"""amc hornet"""
18.6,6,225,110,3620,18.7,78,1,"""dodge aspen"""
28,4,98,80,2164,15,72,1,"""dodge colt (sw)"""
18,4,121,112,2933,14.5,72,2,"""volvo 145e (sw)"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
10,8,360,215,4615,14,70,1,"""ford f250"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
39.4,4,85,70,2070,18.6,78,3,"""datsun b210 gx"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
26.6,8,350,105,3725,19,81,1,"""oldsmobile cutlass ls"""
13,8,350,165,4274,12,72,1,"""chevrolet impala"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
34.3,4,97,78,2188,15.8,80,2,"""audi 4000"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
32,4,91,67,1965,15.7,82,3,"""honda civic (auto)"""
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
28,4,90,75,2125,14.5,74,1,"""dodge colt"""
21.1,4,134,95,2515,14.8,78,3,"""toyota celica gt liftback"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
20,6,156,122,2807,13.5,73,3,"""toyota mark ii"""
19.2,8,305,145,3425,13.2,78,1,"""chevrolet monte carlo landau"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
27,4,151,90,2735,18,82,1,"""pontiac phoenix"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
12,8,350,160,4456,13.5,72,1,"""oldsmobile delta 88 royale"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
15.5,8,351,142,4054,14.3,79,1,"""ford country squire (sw)"""
27,4,140,86,2790,15.6,82,1,"""ford mustang gl"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
18,8,318,150,3436,11,70,1,"""plymouth satellite"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
15,8,318,150,4135,13.5,72,1,"""plymouth fury iii"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
43.1,4,90,48,1985,21.5,78,2,"""volkswagen rabbit custom diesel"""
28.4,4,151,90,2670,16,79,1,"""buick skylark limited"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
16,8,318,150,4498,14.5,75,1,"""plymouth grand fury"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
24.2,6,146,120,2930,13.8,81,3,"""datsun 810 maxima"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
26,4,97,46,1835,20.5,70,2,"""volkswagen 1131 deluxe sedan"""
18,6,225,105,3121,16.5,73,1,"""plymouth valiant"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
43.4,4,90,48,2335,23.7,80,2,"""vw dasher (diesel)"""
13,8,350,165,4274,12,72,1,"""chevrolet impala"""
24,4,140,92,2865,16.4,82,1,"""ford fairmont futura"""
27,4,151,90,2950,17.3,82,1,"""chevrolet camaro"""
30,4,98,68,2155,16.5,78,1,"""chevrolet chevette"""
23,4,120,97,2506,14.5,72,3,"""toyouta corona mark ii (sw)"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
18.5,8,360,150,3940,13,79,1,"""chrysler lebaron town @ country (sw)"""
27.2,4,119,97,2300,14.7,78,3,"""datsun 510"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
22,4,140,72,2408,19,71,1,"""chevrolet vega (sw)"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
21.5,3,80,110,2720,13.5,77,3,"""mazda rx-4"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
33.5,4,98,83,2075,15.9,77,1,"""dodge colt m/m"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
33,4,91,53,1795,17.4,76,3,"""honda civic"""
14,8,318,150,4237,14.5,73,1,"""plymouth fury gran sedan"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
25.4,5,183,77,3530,20.1,79,2,"""mercedes benz 300d"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
34.3,4,97,78,2188,15.8,80,2,"""audi 4000"""
14,8,351,153,4154,13.5,71,1,"""ford galaxie 500"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
28,4,112,88,2605,19.6,82,1,"""chevrolet cavalier"""
24.2,6,146,120,2930,13.8,81,3,"""datsun 810 maxima"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
26.6,4,151,84,2635,16.4,81,1,"""buick skylark"""
14,8,318,150,4077,14,72,1,"""plymouth satellite custom (sw)"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
33.7,4,107,75,2210,14.4,81,3,"""honda prelude"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
19,6,156,108,2930,15.5,76,3,"""toyota mark ii"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
13,8,318,150,3755,14,76,1,"""dodge d100"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
15,8,350,145,4082,13,73,1,"""chevrolet monte carlo s"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
32,4,91,67,1965,15.7,82,3,"""honda civic (auto)"""
24,6,200,81,3012,17.6,76,1,"""ford maverick"""
13,8,302,129,3169,12,75,1,"""ford mustang ii"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
26,4,96,69,2189,18,72,2,"""renault 12 (sw)"""
23.8,4,151,85,2855,17.6,78,1,"""oldsmobile starfire sx"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
14,8,304,150,3672,11.5,73,1,"""amc matador"""
25,4,140,75,2542,17,74,1,"""chevrolet vega"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
17,8,302,140,3449,10.5,70,1,"""ford torino"""
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
26.4,4,140,88,2870,18.1,80,1,"""ford fairmont"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
18.6,6,225,110,3620,18.7,78,1,"""dodge aspen"""
16,8,302,140,4141,14,74,1,"""ford gran torino"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
17,8,305,130,3840,15.4,79,1,"""chevrolet caprice classic"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
25,4,121,115,2671,13.5,75,2,"""saab 99le"""
18,6,225,105,3121,16.5,73,1,"""plymouth valiant"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
12,8,400,167,4906,12.5,73,1,"""ford country"""
15,8,350,165,3693,11.5,70,1,"""buick skylark 320"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
16.9,8,350,155,4360,14.9,79,1,"""buick estate wagon (sw)"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
21.5,4,121,110,2600,12.8,77,2,"""bmw 320i"""
20.6,6,231,105,3380,15.8,78,1,"""buick century special"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
23,4,122,86,2220,14,71,1,"""mercury capri 2000"""
14,8,455,225,4425,10,70,1,"""pontiac catalina"""
14,8,455,225,4425,10,70,1,"""pontiac catalina"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
36.4,5,121,67,2950,19.9,80,2,"""audi 5000s (diesel)"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
12,8,350,180,4499,12.5,73,1,"""oldsmobile vista cruiser"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
30,4,79,70,2074,19.5,71,2,"""peugeot 304"""
13,8,318,150,3940,13.2,76,1,"""plymouth volare premier v8"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
32,4,71,65,1836,21,74,3,"""toyota corolla 1200"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
43.1,4,90,48,1985,21.5,78,2,"""volkswagen rabbit custom diesel"""
33.7,4,107,75,2210,14.4,81,3,"""honda prelude"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
16,8,318,150,4190,13,76,1,"""dodge coronet brougham"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
21.5,3,80,110,2720,13.5,77,3,"""mazda rx-4"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
29,4,68,49,1867,19.5,73,2,"""fiat 128"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
24,4,90,75,2108,15.5,74,2,"""fiat 128"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
20.5,6,225,100,3430,17.2,78,1,"""plymouth volare"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
18,3,70,90,2124,13.5,73,3,"""maxda rx3"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
18.5,8,360,150,3940,13,79,1,"""chrysler lebaron town @ country (sw)"""
17.5,8,318,140,4080,13.7,78,1,"""dodge magnum xe"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
25,4,140,75,2542,17,74,1,"""chevrolet vega"""
20,4,114,91,2582,14,73,2,"""audi 100ls"""
17,6,163,125,3140,13.6,78,2,"""volvo 264gl"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
27.2,4,119,97,2300,14.7,78,3,"""datsun 510"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
33.5,4,98,83,2075,15.9,77,1,"""dodge colt m/m"""
35,4,122,88,2500,15.1,80,2,"""triumph tr7 coupe"""
25.5,4,140,89,2755,15.8,77,1,"""ford mustang ii 2+2"""
36,4,107,75,2205,14.5,82,3,"""honda accord"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
28,4,112,88,2605,19.6,82,1,"""chevrolet cavalier"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
11,8,318,210,4382,13.5,70,1,"""dodge d200"""
17,6,231,110,3907,21,75,1,"""buick century"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
18,4,121,112,2933,14.5,72,2,"""volvo 145e (sw)"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
25,4,121,115,2671,13.5,75,2,"""saab 99le"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
12,8,350,160,4456,13.5,72,1,"""oldsmobile delta 88 royale"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
22,6,146,97,2815,14.5,77,3,"""datsun 810"""
25,4,110,87,2672,17.5,70,2,"""peugeot 504"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
19,6,250,100,3282,15,71,1,"""pontiac firebird"""
16.9,8,350,155,4360,14.9,79,1,"""buick estate wagon (sw)"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
25.4,5,183,77,3530,20.1,79,2,"""mercedes benz 300d"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
23.9,8,260,90,3420,22.2,79,1,"""oldsmobile cutlass salon brougham"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
13,8,360,170,4654,13,73,1,"""plymouth custom suburb"""
21,6,155,107,2472,14,73,1,"""mercury capri v6"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
24,4,107,90,2430,14.5,70,2,"""audi 100 ls"""
29,4,90,70,1937,14,75,2,"""volkswagen rabbit"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
38,4,91,67,1965,15,82,3,"""honda civic"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
17,6,231,110,3907,21,75,1,"""buick century"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
18,6,225,95,3785,19,75,1,"""plymouth fury"""
36,4,135,84,2370,13,82,1,"""dodge charger 2.2"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
36,4,135,84,2370,13,82,1,"""dodge charger 2.2"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
23,8,350,125,3900,17.4,79,1,"""cadillac eldorado"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
23,4,122,86,2220,14,71,1,"""mercury capri 2000"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
30,4,97,67,1985,16.4,77,3,"""subaru dl"""
33.7,4,107,75,2210,14.4,81,3,"""honda prelude"""
16,6,258,110,3632,18,74,1,"""amc matador"""
20,4,114,91,2582,14,73,2,"""audi 100ls"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
20,6,156,122,2807,13.5,73,3,"""toyota mark ii"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
25,4,110,87,2672,17.5,70,2,"""peugeot 504"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
18.6,6,225,110,3620,18.7,78,1,"""dodge aspen"""
23.8,4,151,85,2855,17.6,78,1,"""oldsmobile starfire sx"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
21.1,4,134,95,2515,14.8,78,3,"""toyota celica gt liftback"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
10,8,360,215,4615,14,70,1,"""ford f250"""
20,8,262,110,3221,13.5,75,1,"""chevrolet monza 2+2"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
33,4,91,53,1795,17.4,76,3,"""honda civic"""
